City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
662,Horki,BY,54.29,30.98,30.78,99,72,3.4,broken clouds
663,Tigil,RU,57.8,158.67,11.39,93,90,4.38,overcast clouds
664,Rivera,UY,-30.91,-55.55,67.14,78,0,10.69,clear sky
665,Kasane,BW,-17.82,25.15,71.46,78,100,6.08,overcast clouds
666,Nova Olimpia,BR,-14.8,-57.29,73.4,81,65,2.84,broken clouds
667,Acopiara,BR,-6.1,-39.45,81.34,53,64,4.99,broken clouds
668,Taoudenni,ML,22.68,-3.98,60.46,34,58,9.64,broken clouds
669,Ust-Ishim,RU,57.69,71.17,5.81,95,81,4.47,broken clouds
670,Kysyl-Syr,RU,63.9,122.76,-1.37,91,100,9.33,overcast clouds
671,College,US,64.86,-147.8,14.0,78,90,9.17,overcast clouds
672,Pueblo Nuevo,MX,23.38,-105.38,57.11,73,0,3.44,clear sky
673,Bayshore Gardens,US,27.43,-82.59,72.0,83,1,5.86,clear sky
674,Dong Hoi,VN,17.48,106.6,73.18,83,100,18.59,light rain
675,Umkomaas,ZA,-30.21,30.8,65.43,84,76,15.01,broken clouds
676,Kautokeino,NO,69.01,23.04,24.6,92,7,8.37,clear sky
677,Huron,US,41.15,-82.55,43.0,84,97,1.99,overcast clouds
678,Erenhot,CN,43.65,111.98,7.57,92,49,3.62,scattered clouds
679,Atherton,GB,53.52,-2.49,39.99,72,32,3.0,scattered clouds
680,Oranjestad,AW,12.52,-70.03,80.6,83,20,9.17,few clouds
681,Renqiu,CN,38.7,116.09,32.61,74,100,3.24,overcast clouds
682,Suicheng,CN,33.9,117.93,39.22,69,100,5.61,overcast clouds
